start,end,elapsed
2024-04-29T08:47:21,2024-04-29T08:47:21,0.0077528953552246
2024-04-29T08:47:41,2024-04-29T08:47:41,0.0058498382568359
2024-04-29T08:48:02,2024-04-29T08:48:02,0.0063319206237792
2024-04-29T08:48:22,2024-04-29T08:48:22,0.0071978569030761
2024-04-29T08:48:42,2024-04-29T08:48:42,0.0059218406677246
2024-04-29T08:49:03,2024-04-29T08:49:03,0.0066559314727783
2024-04-29T08:49:24,2024-04-29T08:49:24,0.0057950019836425
2024-04-29T08:49:43,2024-04-29T08:49:43,0.0062410831451416
2024-04-29T08:50:05,2024-04-29T08:50:05,0.0064918994903564
2024-04-29T08:50:26,2024-04-29T08:50:26,0.0060889720916748
2024-04-29T08:50:46,2024-04-29T08:50:46,0.0059587955474853
2024-04-29T08:51:07,2024-04-29T08:51:07,0.0056920051574707
2024-04-29T08:51:29,2024-04-29T08:51:29,0.0073411464691162
2024-04-29T08:51:49,2024-04-29T08:51:49,0.0057768821716308
2024-04-29T08:52:10,2024-04-29T08:52:10,0.0056378841400146
2024-04-29T08:52:30,2024-04-29T08:52:30,0.0065569877624511
2024-04-29T08:52:50,2024-04-29T08:52:50,0.0070068836212158
2024-04-29T08:53:10,2024-04-29T08:53:10,0.006667137145996
2024-04-29T08:53:30,2024-04-29T08:53:30,0.0070440769195556
2024-04-29T08:53:52,2024-04-29T08:53:52,0.0071010589599609
2024-04-29T08:54:11,2024-04-29T08:54:11,0.0061559677124023
2024-04-29T08:54:31,2024-04-29T08:54:31,0.0063631534576416
2024-04-29T08:54:51,2024-04-29T08:54:51,0.0057780742645263
2024-04-29T08:55:11,2024-04-29T08:55:11,0.0056869983673095
2024-04-29T08:55:32,2024-04-29T08:55:32,0.0070359706878662
2024-04-29T08:55:52,2024-04-29T08:55:52,0.0060951709747314
2024-04-29T08:56:12,2024-04-29T08:56:12,0.0058350563049316
2024-04-29T08:56:32,2024-04-29T08:56:32,0.0059010982513427
2024-04-29T08:56:53,2024-04-29T08:56:53,0.0062060356140136
2024-04-29T08:57:13,2024-04-29T08:57:13,0.0058331489562988
2024-04-29T08:57:34,2024-04-29T08:57:34,0.0058100223541259
2024-04-29T08:57:54,2024-04-29T08:57:54,0.005944013595581
2024-04-29T08:58:14,2024-04-29T08:58:14,0.0090329647064208
2024-04-29T08:58:34,2024-04-29T08:58:34,0.0067298412322998
2024-04-29T08:58:57,2024-04-29T08:58:57,0.0059270858764648
2024-04-29T08:59:16,2024-04-29T08:59:16,0.0058701038360595
2024-04-29T08:59:37,2024-04-29T08:59:37,0.0065898895263671
2024-04-29T08:59:57,2024-04-29T08:59:57,0.0056519508361816
2024-04-29T09:00:16,2024-04-29T09:00:16,0.0074400901794433
2024-04-29T09:00:36,2024-04-29T09:00:36,0.006739854812622
2024-04-29T09:00:56,2024-04-29T09:00:56,0.0065250396728515
2024-04-29T09:01:17,2024-04-29T09:01:17,0.0060992240905761
2024-04-29T09:01:37,2024-04-29T09:01:37,0.006141185760498
2024-04-29T09:01:58,2024-04-29T09:01:58,0.0059540271759033
2024-04-29T09:02:19,2024-04-29T09:02:19,0.0063099861145019
2024-04-29T09:02:38,2024-04-29T09:02:38,0.0062630176544189
2024-04-29T09:02:59,2024-04-29T09:02:59,0.0094480514526367
2024-04-29T09:03:19,2024-04-29T09:03:19,0.0062429904937744
2024-04-29T09:03:39,2024-04-29T09:03:39,0.006875991821289
2024-04-29T09:04:00,2024-04-29T09:04:00,0.0060698986053466
2024-04-29T09:04:21,2024-04-29T09:04:21,0.0062508583068847
2024-04-29T09:04:40,2024-04-29T09:04:40,0.0064969062805175
2024-04-29T09:05:01,2024-04-29T09:05:01,0.0059618949890136
2024-04-29T09:05:22,2024-04-29T09:05:22,0.0061609745025634
2024-04-29T09:05:44,2024-04-29T09:05:44,0.0057690143585205
2024-04-29T09:06:04,2024-04-29T09:06:04,0.0060470104217529
2024-04-29T09:06:25,2024-04-29T09:06:25,0.0065789222717285
2024-04-29T09:06:45,2024-04-29T09:06:45,0.0058319568634033
2024-04-29T09:07:05,2024-04-29T09:07:05,0.0057358741760253
2024-04-29T09:07:25,2024-04-29T09:07:25,0.006274938583374
2024-04-29T09:07:45,2024-04-29T09:07:45,0.0065641403198242
2024-04-29T09:08:06,2024-04-29T09:08:06,0.0056149959564208
2024-04-29T09:08:26,2024-04-29T09:08:26,0.0063369274139404
2024-04-29T09:08:45,2024-04-29T09:08:45,0.0061478614807128
2024-04-29T09:09:06,2024-04-29T09:09:06,0.0062141418457031
2024-04-29T09:09:25,2024-04-29T09:09:25,0.0061151981353759
2024-04-29T09:09:48,2024-04-29T09:09:48,0.0055360794067382
2024-04-29T09:10:08,2024-04-29T09:10:08,0.0056760311126708
2024-04-29T09:10:29,2024-04-29T09:10:29,0.0060951709747314
2024-04-29T09:10:48,2024-04-29T09:10:48,0.0059878826141357
2024-04-29T09:11:08,2024-04-29T09:11:08,0.0070090293884277
2024-04-29T09:11:28,2024-04-29T09:11:28,0.0058701038360595
2024-04-29T09:11:48,2024-04-29T09:11:48,0.0076580047607421
2024-04-29T09:12:08,2024-04-29T09:12:08,0.0057780742645263
2024-04-29T09:12:28,2024-04-29T09:12:28,0.0063209533691406
2024-04-29T09:12:48,2024-04-29T09:12:48,0.0057070255279541
2024-04-29T09:13:08,2024-04-29T09:13:08,0.0064558982849121
2024-04-29T09:13:28,2024-04-29T09:13:28,0.0060241222381591
2024-04-29T09:13:49,2024-04-29T09:13:49,0.0067319869995117
2024-04-29T09:14:09,2024-04-29T09:14:09,0.0062389373779296
2024-04-29T09:14:29,2024-04-29T09:14:29,0.0059309005737304
2024-04-29T09:14:50,2024-04-29T09:14:50,0.0069260597229003
2024-04-29T09:15:11,2024-04-29T09:15:11,0.0064361095428466
2024-04-29T09:15:30,2024-04-29T09:15:30,0.0059859752655029
2024-04-29T09:15:51,2024-04-29T09:15:51,0.0060188770294189
