start,end,elapsed
2024-01-29T16:50:19,2024-01-29T16:50:19,0.0921850204467773
2024-01-29T16:50:23,2024-01-29T16:50:23,0.0947649478912353
2024-01-29T16:50:27,2024-01-29T16:50:27,0.0918118953704834
2024-01-29T16:50:31,2024-01-29T16:50:31,0.0945489406585693
2024-01-29T16:50:35,2024-01-29T16:50:35,0.10001802444458
2024-01-29T16:50:39,2024-01-29T16:50:39,0.093945026397705
2024-01-29T16:50:43,2024-01-29T16:50:43,0.0916368961334228
2024-01-29T16:50:47,2024-01-29T16:50:47,0.0915970802307128
2024-01-29T16:50:51,2024-01-29T16:50:51,0.0965418815612793
2024-01-29T16:50:54,2024-01-29T16:50:55,0.0963778495788574
2024-01-29T16:50:58,2024-01-29T16:50:58,0.0927610397338867
2024-01-29T16:51:02,2024-01-29T16:51:02,0.0959827899932861
2024-01-29T16:51:08,2024-01-29T16:51:08,0.0925850868225097
2024-01-29T16:51:12,2024-01-29T16:51:12,0.0908558368682861
2024-01-29T16:51:16,2024-01-29T16:51:16,0.0916059017181396
2024-01-29T16:51:20,2024-01-29T16:51:20,0.0975630283355712
2024-01-29T16:51:24,2024-01-29T16:51:24,0.0930449962615966
2024-01-29T16:51:28,2024-01-29T16:51:28,0.102151870727539
2024-01-29T16:51:32,2024-01-29T16:51:32,0.0918970108032226
2024-01-29T16:51:35,2024-01-29T16:51:36,0.0901548862457275
2024-01-29T16:51:39,2024-01-29T16:51:39,0.0955867767333984
2024-01-29T16:51:43,2024-01-29T16:51:43,0.0937669277191162
2024-01-29T16:51:47,2024-01-29T16:51:47,0.0953519344329834
2024-01-29T16:51:51,2024-01-29T16:51:51,0.0913841724395752
2024-01-29T16:51:55,2024-01-29T16:51:55,0.0899989604949951
2024-01-29T16:51:59,2024-01-29T16:51:59,0.098984956741333
2024-01-29T16:52:03,2024-01-29T16:52:03,0.0956618785858154
2024-01-29T16:52:07,2024-01-29T16:52:07,0.0963220596313476
2024-01-29T16:52:11,2024-01-29T16:52:11,0.1041131019592285
2024-01-29T16:52:15,2024-01-29T16:52:15,0.0942049026489257
2024-01-29T16:52:20,2024-01-29T16:52:20,0.0976560115814209
2024-01-29T16:52:23,2024-01-29T16:52:24,0.0924029350280761
2024-01-29T16:52:27,2024-01-29T16:52:28,0.0948891639709472
2024-01-29T16:52:32,2024-01-29T16:52:32,0.0927729606628418
2024-01-29T16:52:36,2024-01-29T16:52:36,0.0944039821624755
2024-01-29T16:52:40,2024-01-29T16:52:40,0.1001191139221191
2024-01-29T16:52:43,2024-01-29T16:52:44,0.0906069278717041
2024-01-29T16:52:47,2024-01-29T16:52:48,0.0993762016296386
2024-01-29T16:52:52,2024-01-29T16:52:52,0.0951299667358398
2024-01-29T16:52:56,2024-01-29T16:52:56,0.0940818786621093
2024-01-29T16:52:59,2024-01-29T16:53:00,0.0977509021759033
2024-01-29T16:53:03,2024-01-29T16:53:04,0.0888330936431884
2024-01-29T16:53:07,2024-01-29T16:53:08,0.0961890220642089
2024-01-29T16:53:11,2024-01-29T16:53:11,0.0931499004364013
2024-01-29T16:53:15,2024-01-29T16:53:15,0.0895900726318359
