start,end,elapsed
2024-01-29T19:02:24,2024-01-29T19:02:24,0.1213018894195556
2024-01-29T19:02:24,2024-01-29T19:02:24,0.1374950408935547
2024-01-29T19:02:25,2024-01-29T19:02:25,0.1443018913269043
2024-01-29T19:02:25,2024-01-29T19:02:25,0.1172001361846923
2024-01-29T19:02:25,2024-01-29T19:02:26,0.1172389984130859
2024-01-29T19:02:26,2024-01-29T19:02:26,0.1174590587615966
2024-01-29T19:02:26,2024-01-29T19:02:26,0.1244740486145019
2024-01-29T19:02:27,2024-01-29T19:02:27,0.1185219287872314
2024-01-29T19:02:27,2024-01-29T19:02:27,0.1157839298248291
2024-01-29T19:02:28,2024-01-29T19:02:28,0.1164159774780273
2024-01-29T19:02:28,2024-01-29T19:02:28,0.1188271045684814
2024-01-29T19:02:29,2024-01-29T19:02:29,0.1156008243560791
2024-01-29T19:02:29,2024-01-29T19:02:29,0.121194839477539
2024-01-29T19:02:29,2024-01-29T19:02:30,0.1434319019317627
2024-01-29T19:02:30,2024-01-29T19:02:30,0.1176619529724121
2024-01-29T19:02:30,2024-01-29T19:02:30,0.1155738830566406
2024-01-29T19:02:31,2024-01-29T19:02:31,0.1198570728302002
2024-01-29T19:02:31,2024-01-29T19:02:31,0.1207978725433349
2024-01-29T19:02:32,2024-01-29T19:02:32,0.1200838088989257
2024-01-29T19:02:32,2024-01-29T19:02:32,0.1196329593658447
2024-01-29T19:02:32,2024-01-29T19:02:33,0.1308820247650146
2024-01-29T19:02:33,2024-01-29T19:02:33,0.1143469810485839
2024-01-29T19:02:33,2024-01-29T19:02:33,0.1133649349212646
2024-01-29T19:02:34,2024-01-29T19:02:34,0.114020824432373
2024-01-29T19:02:34,2024-01-29T19:02:34,0.1335477828979492
2024-01-29T19:02:35,2024-01-29T19:02:35,0.2234761714935302
2024-01-29T19:02:35,2024-01-29T19:02:35,0.1183578968048095
2024-01-29T19:02:36,2024-01-29T19:02:36,0.1220409870147705
2024-01-29T19:02:36,2024-01-29T19:02:36,0.1323459148406982
2024-01-29T19:02:36,2024-01-29T19:02:37,0.1154539585113525
2024-01-29T19:02:37,2024-01-29T19:02:37,0.119920015335083
2024-01-29T19:02:37,2024-01-29T19:02:37,0.1200239658355712
2024-01-29T19:02:38,2024-01-29T19:02:38,0.1145849227905273
2024-01-29T19:02:38,2024-01-29T19:02:38,0.1200900077819824
2024-01-29T19:02:39,2024-01-29T19:02:39,0.116412878036499
2024-01-29T19:02:39,2024-01-29T19:02:39,0.1207351684570312
2024-01-29T19:02:39,2024-01-29T19:02:40,0.1457910537719726
2024-01-29T19:02:40,2024-01-29T19:02:40,0.1189441680908203
2024-01-29T19:02:40,2024-01-29T19:02:40,0.1166179180145263
2024-01-29T19:02:41,2024-01-29T19:02:41,0.1183130741119384
2024-01-29T19:02:41,2024-01-29T19:02:41,0.1180729866027832
2024-01-29T19:02:42,2024-01-29T19:02:42,0.1156539916992187
2024-01-29T19:02:42,2024-01-29T19:02:42,0.1186830997467041
2024-01-29T19:02:43,2024-01-29T19:02:43,0.1230301856994628
2024-01-29T19:02:43,2024-01-29T19:02:43,0.1206989288330078
2024-01-29T19:02:43,2024-01-29T19:02:44,0.1168830394744873
2024-01-29T19:02:44,2024-01-29T19:02:44,0.1212499141693115
2024-01-29T19:02:44,2024-01-29T19:02:45,0.1500360965728759
2024-01-29T19:02:45,2024-01-29T19:02:45,0.127547025680542
2024-01-29T19:02:45,2024-01-29T19:02:45,0.1224048137664794
2024-01-29T19:02:46,2024-01-29T19:02:46,0.1183860301971435
2024-01-29T19:02:46,2024-01-29T19:02:46,0.1171770095825195
2024-01-29T19:02:47,2024-01-29T19:02:47,0.1233510971069336
2024-01-29T19:02:47,2024-01-29T19:02:47,0.1205091476440429
2024-01-29T19:02:48,2024-01-29T19:02:48,0.1220560073852539
2024-01-29T19:02:48,2024-01-29T19:02:48,0.1234359741210937
2024-01-29T19:02:48,2024-01-29T19:02:49,0.1159539222717285
2024-01-29T19:02:49,2024-01-29T19:02:49,0.1183409690856933
2024-01-29T19:02:49,2024-01-29T19:02:49,0.1576490402221679
2024-01-29T19:02:50,2024-01-29T19:02:50,0.1215951442718505
2024-01-29T19:02:50,2024-01-29T19:02:50,0.1176681518554687
2024-01-29T19:02:51,2024-01-29T19:02:51,0.1195559501647949
2024-01-29T19:02:51,2024-01-29T19:02:51,0.1140539646148681
2024-01-29T19:02:52,2024-01-29T19:02:52,0.1147718429565429
2024-01-29T19:02:52,2024-01-29T19:02:52,0.1228101253509521
2024-01-29T19:02:52,2024-01-29T19:02:52,0.1380460262298584
2024-01-29T19:02:53,2024-01-29T19:02:53,0.1148240566253662
2024-01-29T19:02:53,2024-01-29T19:02:53,0.1225671768188476
2024-01-29T19:02:54,2024-01-29T19:02:54,0.118100881576538
2024-01-29T19:02:54,2024-01-29T19:02:54,0.1318449974060058
2024-01-29T19:02:55,2024-01-29T19:02:55,0.1482679843902588
2024-01-29T19:02:55,2024-01-29T19:02:55,0.1205339431762695
2024-01-29T19:02:56,2024-01-29T19:02:56,0.1174681186676025
2024-01-29T19:02:56,2024-01-29T19:02:56,0.1255581378936767
2024-01-29T19:02:56,2024-01-29T19:02:57,0.119729995727539
2024-01-29T19:02:57,2024-01-29T19:02:57,0.1197290420532226
2024-01-29T19:02:57,2024-01-29T19:02:57,0.1156990528106689
2024-01-29T19:02:58,2024-01-29T19:02:58,0.1260480880737304
2024-01-29T19:02:58,2024-01-29T19:02:58,0.1210200786590576
2024-01-29T19:02:59,2024-01-29T19:02:59,0.1158421039581298
2024-01-29T19:02:59,2024-01-29T19:02:59,0.1621351242065429
2024-01-29T19:03:00,2024-01-29T19:03:00,0.1730859279632568
2024-01-29T19:03:00,2024-01-29T19:03:00,0.124946117401123
2024-01-29T19:03:01,2024-01-29T19:03:01,0.1167089939117431
2024-01-29T19:03:01,2024-01-29T19:03:01,0.1138701438903808
2024-01-29T19:03:01,2024-01-29T19:03:01,0.1146588325500488
2024-01-29T19:03:02,2024-01-29T19:03:02,0.1189310550689697
2024-01-29T19:03:02,2024-01-29T19:03:02,0.1143059730529785
2024-01-29T19:03:03,2024-01-29T19:03:03,0.1165509223937988
2024-01-29T19:03:03,2024-01-29T19:03:03,0.1192209720611572
2024-01-29T19:03:03,2024-01-29T19:03:04,0.1203069686889648
2024-01-29T19:03:04,2024-01-29T19:03:04,0.1216628551483154
2024-01-29T19:03:04,2024-01-29T19:03:05,0.1443378925323486
2024-01-29T19:03:05,2024-01-29T19:03:05,0.1201159954071044
2024-01-29T19:03:05,2024-01-29T19:03:05,0.1155388355255127
2024-01-29T19:03:06,2024-01-29T19:03:06,0.1198639869689941
2024-01-29T19:03:06,2024-01-29T19:03:06,0.1207578182220459
2024-01-29T19:03:07,2024-01-29T19:03:07,0.1159989833831787
2024-01-29T19:03:07,2024-01-29T19:03:07,0.1151008605957031
2024-01-29T19:03:07,2024-01-29T19:03:08,0.12397599220275879
